student_id,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Cluster
1021,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.75,0.5,1
1022,0.0,0.25,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.75,0.0,0
1023,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.5,0.75,1.0,0
1024,0.0,0.25,0.0,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0
1025,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
1026,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.75,0.0,0
1027,1.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0
1028,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.5,0.75,0.5,2
1029,1.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0
1030,0.0,0.25,0.5,1.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0
1031,0.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.0,1
1032,1.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.0,1
1033,0.0,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.75,0.5,1
1034,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
1035,1.0,0.25,0.0,1.0,1.0,0.0,0.25,0.0,0.0,0.5,0.75,0.0,0
1036,0.0,0.25,0.0,0.0,0.5,0.0,0.75,0.0,0.5,0.0,0.75,0.5,1
1037,0.0,0.0,0.5,1.0,1.0,1.0,0.25,0.0,0.0,0.5,0.5,0.5,0
1038,0.0,0.25,0.0,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.75,0.5,0
1039,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1
1040,1.0,0.25,0.0,1.0,0.5,1.0,0.25,0.5,0.0,0.0,0.75,0.0,0
1041,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.25,1.0,0
1042,0.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
1043,0.5,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0
1044,0.0,0.0,0.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,0.75,0.0,2
1045,0.0,0.25,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.75,0.0,1
1046,1.0,0.25,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2
1047,0.0,0.25,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,2
1048,0.0,0.25,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.75,0.0,2
1049,0.0,0.25,0.0,1.0,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.5,0
1050,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0
1051,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
1052,1.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.75,0.0,0
1053,0.0,0.5,0.0,0.0,1.0,0.5,0.75,0.0,0.0,1.0,0.0,0.5,1
1054,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.75,0.0,2
1055,1.0,0.25,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.5,1.0,0.5,0
1056,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1
1057,0.5,0.0,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0
1058,0.0,0.25,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.75,0.5,0
1059,0.5,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,2
1060,0.5,0.25,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0
1061,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.25,0.5,0
1062,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
1063,0.0,0.25,0.5,0.0,1.0,0.0,0.75,0.0,0.0,0.5,0.75,0.5,1
1064,0.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
1065,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.75,0.0,2
1066,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,0
1067,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.75,0.0,1
1068,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0
1069,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.75,0.5,1
1070,0.0,0.25,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,0.5,0.5,1
1071,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.75,0.0,1
1072,0.0,0.25,0.0,1.0,1.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,0
1073,0.0,0.25,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0
1074,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
1075,0.0,0.5,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0
1076,0.0,0.25,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0
1077,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.75,0.0,0
1078,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
1079,1.0,0.25,0.0,0.0,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.5,1
1080,0.0,0.25,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0
1081,0.0,0.25,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0
1082,0.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,0
1083,0.0,0.25,0.5,0.0,1.0,0.5,0.25,0.5,0.0,0.0,0.75,0.5,1
1084,0.5,0.25,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1
1085,0.0,0.25,0.5,1.0,1.0,1.0,0.75,0.0,0.0,0.5,1.0,0.5,0
1086,0.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.75,0.0,0
1087,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.75,0.5,2
1088,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.0,1
1089,1.0,0.25,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1
1090,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0
1091,0.0,0.25,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.75,0.0,2
1092,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0
1093,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0
1094,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.75,0.0,1
1095,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1
1096,0.0,0.25,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1
1097,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0
1098,0.0,0.25,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,2
1099,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0
1100,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.75,0.0,1
1101,0.0,0.25,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.25,0.5,0
1102,0.0,0.25,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1
1103,0.0,0.25,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.75,0.5,0
1104,0.5,0.25,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,2
1105,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0
1106,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1
1107,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0
1108,0.0,0.25,0.0,1.0,1.0,1.0,0.75,0.0,0.0,1.0,0.0,0.5,0
1109,0.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,1
1110,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1
1111,0.0,0.25,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0
1112,1.0,0.25,0.5,1.0,0.0,0.5,0.75,0.0,0.0,1.0,0.5,0.5,2
1113,0.5,0.25,0.5,0.0,1.0,1.0,0.75,0.5,0.0,0.5,0.75,0.0,1
1114,1.0,0.25,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0
1115,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,1.0,0.75,0.0,2
1116,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.5,0.0,0.0,0.0,0.0,0
1117,0.0,0.25,1.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.75,0.5,1
1118,0.0,0.25,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.75,0.5,0
1119,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,1
1120,0.0,0.25,0.5,1.0,1.0,0.0,0.75,0.0,0.0,0.5,0.5,0.5,0
1121,1.0,0.25,0.0,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0
1122,0.5,0.25,0.0,1.0,0.0,0.0,0.25,0.5,0.0,0.5,0.0,0.5,2
1123,0.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
1124,0.0,0.25,1.0,0.0,0.5,0.5,0.75,0.5,0.0,0.0,0.0,0.0,1
1125,0.0,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.75,0.0,2
1126,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0
1127,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.5,0
1128,0.0,0.0,0.5,1.0,0.5,1.0,0.25,0.0,0.0,0.5,0.5,0.5,0
1129,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0
1130,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0
1131,0.0,0.25,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0
1132,1.0,0.25,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,1
1133,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1
1134,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.75,0.0,0
1135,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0
1136,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
1137,1.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.5,0.5,1
1138,0.0,0.25,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.75,0.5,1
1139,0.0,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.75,0.5,1
1140,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
1141,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,2
1142,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0
1143,0.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
1144,1.0,0.25,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1
1145,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
1146,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.75,0.5,2
1147,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,2
1148,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.75,0.5,0
1149,0.5,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.5,0.0,1
1150,0.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.5,1
1151,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1
1152,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,1
1153,0.5,0.25,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.5,0.75,0.5,2
1154,1.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0
1155,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1
1156,0.0,0.25,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.75,0.5,0
1157,0.5,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0
1158,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1
1159,1.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0
1160,0.5,0.25,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1
1161,1.0,0.25,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1
1162,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
1163,0.0,0.25,0.5,1.0,1.0,1.0,0.25,0.5,0.0,0.5,0.5,0.5,0
1164,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1
1165,1.0,0.25,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1
1166,0.5,0.25,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0
1167,0.0,0.25,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0
1168,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
1169,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,2
1170,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.75,0.0,2
1171,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.75,0.0,2
1172,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0
1173,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,2
1174,0.0,0.25,0.0,0.0,0.5,0.5,0.75,0.0,0.0,0.5,0.75,0.5,1
1175,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1
1176,0.0,0.25,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
1177,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0
1178,0.5,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
1179,1.0,0.25,0.5,1.0,1.0,1.0,0.25,0.0,0.0,0.5,0.5,0.5,0
1180,0.0,0.25,0.0,1.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0
1181,0.5,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.75,0.0,2
1182,0.0,0.25,0.5,1.0,1.0,0.0,0.75,0.5,0.0,0.5,0.75,0.5,0
1183,0.5,0.5,0.5,1.0,0.0,0.5,0.25,0.5,0.0,1.0,0.5,0.5,2
1184,1.0,0.25,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,0.0,1
1185,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,2
1186,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0
1187,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.75,0.0,2
1188,0.5,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.0,0
1189,0.0,0.25,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
1190,1.0,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0
1191,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.75,0.5,0
1192,0.5,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.75,0.0,2
1193,0.5,0.25,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.75,0.5,1
1194,0.0,0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.75,0.0,1
1195,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.75,0.0,0
1196,0.5,0.25,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.75,0.0,2
1197,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.5,2
1198,0.0,0.25,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.75,0.5,2
1199,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,2
1200,1.0,0.25,0.5,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2
1201,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0
1202,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
1203,1.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,1
1204,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0
1205,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0
1206,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.75,0.5,0
1207,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
1208,0.0,0.25,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1
1209,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0
1210,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0
1211,0.0,0.25,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.75,0.0,0
1212,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,1
1213,0.0,0.25,0.0,0.0,1.0,1.0,0.75,0.5,0.0,1.0,1.0,0.5,1
1214,0.0,0.25,0.5,0.0,0.0,0.5,0.75,0.0,0.0,1.0,0.75,0.0,2
1215,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0
1216,0.0,0.25,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0
1217,0.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.75,1.0,0
1218,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1
1219,0.0,0.25,0.5,1.0,0.0,0.0,0.75,0.0,0.0,0.5,0.75,0.0,2
1220,0.0,0.25,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0
1221,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,1
1222,0.5,0.5,0.0,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.75,0.0,2
1223,0.5,0.25,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1
1224,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0
1225,1.0,0.25,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.75,0.5,1
1226,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0
1227,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0
1228,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.0,1
1229,0.5,0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0
1230,0.0,0.25,0.5,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.75,0.5,1
1231,0.5,0.25,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1
1232,0.5,0.25,0.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.75,0.5,2
1233,0.0,0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.75,0.0,1
1234,0.0,0.25,0.0,1.0,1.0,0.5,0.75,0.0,0.0,0.5,0.75,0.5,0
1235,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0
1236,1.0,0.5,0.0,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0
1237,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.0,0
1238,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.0,0
1239,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,2
1240,0.0,0.25,1.0,0.0,0.5,0.0,0.75,0.5,0.0,0.0,0.75,0.5,2
1241,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,1.0,0
1242,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0
1243,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0
1244,0.5,0.0,1.0,0.0,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1
1245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.75,0.0,2
1246,0.5,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1
1247,1.0,0.25,0.5,0.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.5,1
1248,0.0,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.0,0.5,0.5,0.0,1
1249,0.0,0.25,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.0,1
1250,1.0,0.25,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1
1251,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.75,1.0,0
1252,1.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1
1253,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0
1254,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0
1255,0.0,0.25,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0
1256,0.0,0.25,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.75,0.0,2
1257,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.75,0.5,1
1258,1.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.0,0.0,0.0,0.5,1
1259,0.0,0.25,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0
1260,0.0,0.25,0.5,1.0,1.0,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0
1261,0.5,0.5,0.5,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.0,0.5,0
